"unigram","bigram","trigram","freq"
"to","delete","the",2
"to","deliver","the",2
"to","demonstrate","by",2
"to","depend","on",2
"to","describe","how",2
"to","describe","the",2
"to","design","and",2
"to","develop","and",2
"to","die","but",2
"to","dig","in",2
"to","discover","that",2
"to","do","all",2
"to","do","an",2
"to","do","as",2
"to","do","better",2
"to","do","both",2
"to","do","great",2
"to","do","his",2
"to","do","im",2
"to","do","or",2
"to","do","she",2
"to","do","since",2
"to","do","without",2
"to","dominate","the",2
"to","draw","on",2
"to","drink","a",2
"to","drink","it",2
"to","drink","of",2
"to","drive","the",2
"to","drop","a",2
"to","drop","off",2
"to","earn","some",2
"to","eat","that",2
"to","encourage","people",2
"to","encourage","the",2
"to","end","a",2
"to","end","i",2
"to","end","it",2
"to","end","up",2
"to","engage","in",2
"to","engage","the",2
"to","enter","a",2
"to","enter","this",2
"to","escape","the",2
"to","establish","a",2
"to","everyone","following",2
"to","expand","its",2
"to","expand","the",2
"to","experience","it",2
"to","experience","the",2
"to","explain","in",2
"to","explain","that",2
"to","explain","to",2
"to","extend","the",2
"to","fall","off",2
"to","fears","of",2
"to","feel","a",2
"to","fight","to",2
"to","finally","see",2
"to","find","anyone",2
"to","find","something",2
"to","find","them",2
"to","find","this",2
"to","find","those",2
"to","find","u",2
"to","find","yourself",2
"to","finish","in",2
"to","finish","it",2
"to","finish","my",2
"to","fit","in",2
"to","fix","my",2
"to","fix","the",2
"to","flirt","with",2
"to","flow","the",2
"to","focus","with",2
"to","follow","and",2
"to","follow","each",2
"to","follow","her",2
"to","follow","in",2
"to","follow","people",2
"to","follow","the",2
"to","follow","this",2
"to","follow","us",2
"to","followers","by",2
"to","for","hosting",2
"to","force","myself",2
"to","fulfill","the",2
"to","fully","express",2
"to","fully","heal",2
"to","fund","a",2
"to","gain","traction",2
"to","get","all",2
"to","get","along",2
"to","get","away",2
"to","get","checked",2
"to","get","down",2
"to","get","extra",2
"to","get","his",2
"to","get","laid",2
"to","get","lost",2
"to","get","myself",2
"to","get","pregnant",2
"to","get","serious",2
"to","get","under",2
"to","get","what",2
"to","get","you",2
"to","give","of",2
"to","give","to",2
"to","give","your",2
"to","go","a",2
"to","go","away",2
"to","go","check",2
"to","go","follow",2
"to","go","now",2
"to","go","shopping",2
"to","go","take",2
"to","go","then",2
"to","go","this",2
"to","go","w",2
"to","go","you",2
"to","god","and",2
"to","god","when",2
"to","good","to",2
"to","good","use",2
"to","graduate","and",2
"to","graduate","high",2
"to","grasp","what",2
"to","grow","and",2
"to","half","of",2
"to","handle","it",2
"to","handle","the",2
"to","happen","to",2
"to","happiness","happiness",2
"to","hate","you",2
"to","have","and",2
"to","have","any",2
"to","have","done",2
"to","have","good",2
"to","have","him",2
"to","have","joy",2
"to","have","lost",2
"to","have","my",2
"to","have","our",2
"to","have","people",2
"to","have","someone",2
"to","have","such",2
"to","have","taken",2
"to","have","time",2
"to","have","violence",2
"to","have","with",2
"to","head","back",2
"to","head","into",2
"to","head","out",2
"to","hear","he",2
"to","hear","how",2
"to","hear","i",2
"to","hear","im",2
"to","hear","s",2
"to","hear","youre",2
"to","hearing","from",2
"to","hell","with",2
"to","help","get",2
"to","help","make",2
"to","help","our",2
"to","her","on",2
"to","her","own",2
"to","her","son",2
"to","her","that",2
"to","him","as",2
"to","him","i",2
"to","him","to",2
"to","himself","in",2
"to","his","new",2
"to","hit","me",2
"to","hiv","prevention",2
"to","hold","hands",2
"to","hold","up",2
"to","hold","you",2
"to","host","it",2
"to","how","things",2
"to","i","love",2
"to","ignore","her",2
"to","imply","that",2
"to","improve","on",2
"to","include","a",2
"to","increase","your",2
"to","introduce","myself",2
"to","it","and",2
"to","it","but",2
"to","it","he",2
"to","it","i",2
"to","it","in",2
"to","it","that",2
"to","it","we",2
"to","it","with",2
"to","jinx","the",2
"to","join","me",2
"to","join","them",2
"to","jump","into",2
"to","jump","on",2
"to","just","be",2
"to","just","get",2
"to","just","sit",2
"to","keep","an",2
"to","keep","doing",2
"to","keep","fighting",2
"to","keep","moving",2
"to","keep","our",2
"to","keep","out",2
"to","keep","running",2
"to","keep","tabs",2
"to","keep","track",2
"to","keep","us",2
"to","kick","my",2
"to","kick","off",2
"to","kill","off",2
"to","kiss","him",2
"to","kiss","you",2
"to","know","and",2
"to","know","his",2
"to","know","i",2
"to","know","it",2
"to","know","someone",2
"to","know","them",2
"to","know","when",2
"to","know","which",2
"to","know","who",2
"to","know","why",2
"to","know","youre",2
"to","la","to",2
"to","lack","of",2
"to","las","vegas",2
"to","last","a",2
"to","lay","down",2
"to","lay","off",2
"to","lay","out",2
"to","learn","from",2
"to","learn","god",2
"to","learn","is",2
"to","learn","some",2
"to","leave","comments",2
"to","leave","in",2
"to","leave","me",2
"to","leave","out",2
"to","leave","us",2
"to","leave","you",2
"to","let","anyone",2
"to","let","it",2
"to","let","myself",2
"to","lie","about",2
"to","like","it",2
"to","live","a",2
"to","live","and",2
"to","live","at",2
"to","live","here",2
"to","live","so",2
"to","live","with",2
"to","local","government",2
"to","long","beach",2
"to","look","a",2
"to","look","after",2
"to","look","and",2
"to","look","really",2
"to","look","up",2
"to","loose","weight",2
"to","love","it",2
"to","love","me",2
"to","love","you",2
"to","maintain","my",2
"to","make","an",2
"to","make","and",2
"to","make","another",2
"to","make","change",2
"to","make","errors",2
"to","make","in",2
"to","make","leaving",2
"to","make","life",2
"to","make","sense",2
"to","make","something",2
"to","make","these",2
"to","make","u",2
"to","make","way",2
"to","mark","the",2
"to","marry","him",2
"to","marvel","at",2
"to","me","a",2
"to","me","about",2
"to","me","all",2
"to","me","are",2
"to","me","because",2
"to","me","by",2
"to","me","even",2
"to","me","every",2
"to","me","for",2
"to","me","if",2
"to","me","in",2
"to","me","like",2
"to","me","now",2
"to","me","on",2
"to","me","so",2
"to","me","than",2
"to","me","was",2
"to","me","what",2
"to","me","you",2
"to","measure","the",2
"to","mediumhigh","heat",2
"to","meet","their",2
"to","meet","up",2
"to","mention","i",2
"to","mention","it",2
"to","mess","up",2
"to","mess","with",2
"to","mind","when",2
"to","minutes","add",2
"to","miss","out",2
"to","miss","this",2
"to","move","into",2
"to","move","on",2
"to","my","amazing",2
"to","my","baby",2
"to","my","bro",2
"to","my","card",2
"to","my","dads",2
"to","my","email",2
"to","my","eyes",2
"to","my","family",2
"to","my","favorite",2
"to","my","heart",2
"to","my","ipad",2
"to","my","kid",2
"to","my","lips",2
"to","my","mind",2
"to","my","mother",2
"to","my","newest",2
"to","my","old",2
"to","my","party",2
"to","my","second",2
"to","my","sisters",2
"to","my","son",2
"to","my","surprise",2
"to","my","wife",2
"to","my","world",2
"to","myself","and",2
"to","new","followers",2
"to","new","writers",2
"to","no","end",2
"to","not","drink",2
"to","not","just",2
"to","note","that",2
"to","notice","me",2
"to","notice","that",2
"to","offer","the",2
"to","on","a",2
"to","on","the",2
"to","one","another",2
"to","open","my",2
"to","operate","on",2
"to","original","uploader",2
"to","other","things",2
"to","our","children",2
"to","our","customers",2
"to","our","event",2
"to","our","first",2
"to","ourselves","and",2
"to","paint","and",2
"to","paint","the",2
"to","pakistan","and",2
"to","partner","with",2
"to","pay","its",2
"to","pay","million",2
"to","pick","a",2
"to","play","along",2
"to","please","i",2
"to","please","me",2
"to","pm","and",2
"to","poor","timing",2
"to","post","about",2
"to","post","and",2
"to","post","the",2
"to","power","through",2
"to","pray","for",2
"to","preserve","the",2
"to","pretend","that",2
"to","prevent","the",2
"to","promote","my",2
"to","promote","the",2
"to","protect","her",2
"to","prove","to",2
"to","provide","a",2
"to","public","theology",2
"to","publish","the",2
"to","pull","a",2
"to","pull","out",2
"to","purchase","the",2
"to","push","through",2
"to","put","him",2
"to","put","some",2
"to","put","their",2
"to","put","to",2
"to","quit","and",2
"to","quote","the",2
"to","raise","the",2
"to","reach","a",2
"to","reach","out",2
"to","reach","to",2
"to","read","books",2
"to","read","my",2
"to","read","this",2
"to","realise","that",2
"to","realize","the",2
"to","reassure","me",2
"to","recall","the",2
"to","recover","from",2
"to","reduce","the",2
"to","reflect","on",2
"to","refresh","my",2
"to","register","for",2
"to","register","to",2
"to","rein","in",2
"to","release","the",2
"to","remember","to",2
"to","remember","your",2
"to","remove","a",2
"to","repair","the",2
"to","resist","a",2
"to","resort","to",2
"to","respect","the",2
"to","rest","when",2
"to","rethink","my",2
"to","return","home",2
"to","review","her",2
"to","ring","in",2
"to","rip","off",2
"to","rm","from",2
"to","rock","the",2
"to","root","for",2
"to","ruin","a",2
"to","ruin","my",2
"to","run","back",2
"to","run","down",2
"to","run","its",2
"to","save","money",2
"to","save","my",2
"to","say","anything",2
"to","say","for",2
"to","say","hello",2
"to","say","how",2
"to","say","ive",2
"to","say","to",2
"to","say","what",2
"to","say","without",2
"to","scare","them",2
"to","school","but",2
"to","school","to",2
"to","search","for",2
"to","see","about",2
"to","see","darren",2
"to","see","dr",2
"to","see","here",2
"to","see","its",2
"to","see","just",2
"to","see","our",2
"to","see","photos",2
"to","see","pictures",2
"to","see","something",2
"to","see","these",2
"to","see","those",2
"to","see","us",2
"to","seeing","the",2
"to","seeing","what",2
"to","sell","a",2
"to","serve","the",2
"to","set","a",2
"to","set","the",2
"to","several","of",2
"to","share","about",2
"to","share","that",2
"to","share","your",2
"to","sharing","my",2
"to","shoot","a",2
"to","shoot","them",2
"to","show","her",2
"to","show","him",2
"to","show","our",2
"to","show","up",2
"to","shut","up",2
"to","sit","still",2
"to","sit","through",2
"to","sleep","good",2
"to","sleep","when",2
"to","sleep","with",2
"to","slip","away",2
"to","sneak","out",2
"to","solve","the",2
"to","some","people",2
"to","someone","else",2
"to","someone","in",2
"to","something","else",2
"to","sound","like",2
"to","speak","at",2
"to","spend","money",2
"to","spend","more",2
"to","spend","several",2
"to","spend","their",2
"to","spend","them",2
"to","spread","the",2
"to","stand","and",2
"to","stare","at",2
"to","start","at",2
"to","start","from",2
"to","start","just",2
"to","start","looking",2
"to","start","off",2
"to","start","on",2
"to","start","so",2
"to","start","taking",2
"to","start","this",2
"to","start","working",2
"to","stave","off",2
"to","stay","for",2
"to","stay","i",2
"to","stay","on",2
"to","stay","out",2
"to","step","down",2
"to","stick","up",2
"to","stop","and",2
"to","stop","but",2
"to","stop","him",2
"to","stretch","the",2
"to","study","abroad",2
"to","study","for",2
"to","submit","a",2
"to","submit","your",2
"to","succeed","one",2
"to","such","an",2
"to","suffer","in",2
"to","sum","up",2
"to","support","his",2
"to","support","their",2
"to","support","you",2
"to","suppress","the",2
"to","survive","the",2
"to","sway","the",2
"to","swim","in",2
"to","switch","off",2
"to","take","down",2
"to","take","pictures",2
"to","take","things",2
"to","talk","with",2
"to","taste","with",2
"to","teachers","in",2
"to","tell","on",2
"to","tell","people",2
"to","tell","that",2
"to","tell","them",2
"to","tell","yall",2
"to","text","you",2
"to","thank","all",2
"to","the","above",2
"to","the","airport",2
"to","the","al",2
"to","the","app",2
"to","the","asian",2
"to","the","author",2
"to","the","backyard",2
"to","the","ball",2
"to","the","bank",2
"to","the","bathroom",2
"to","the","batter",2
"to","the","beer",2
"to","the","body",2
"to","the","box",2
"to","the","bridge",2
"to","the","british",2
"to","the","broncos",2
"to","the","car",2
"to","the","cats",2
"to","the","chesapeake",2
"to","the","children",2
"to","the","companies",2
"to","the","council",2
"to","the","couple",2
"to","the","current",2
"to","the","daily",2
"to","the","desert",2
"to","the","elements",2
"to","the","environment",2
"to","the","event",2
"to","the","extent",2
"to","the","extreme",2
"to","the","farmers",2
"to","the","federal",2
"to","the","feline",2
"to","the","films",2
"to","the","finish",2
"to","the","flight",2
"to","the","food",2
"to","the","full",2
"to","the","game",2
"to","the","garbage",2
"to","the","garden",2
"to","the","girl",2
"to","the","grand",2
"to","the","great",2
