"unigram","BigramTM","TrigramTM","freq"
"wanting","to","know",2
"wants","to","do",2
"was","a","blast",2
"was","a","complete",2
"was","a","deep",2
"was","a","lot",2
"was","a","master",2
"was","a","part",2
"was","a","pleasure",2
"was","a","real",2
"was","a","threat",2
"was","a","tough",2
"was","a","while",2
"was","according","to",2
"was","already","committed",2
"was","also","a",2
"was","also","during",2
"was","an","interesting",2
"was","at","this",2
"was","awesome","but",2
"was","beginning","to",2
"was","bigger","than",2
"was","born","in",2
"was","but","the",2
"was","closed","but",2
"was","coming","but",2
"was","delighted","to",2
"was","described","as",2
"was","determined","that",2
"was","difficult","to",2
"was","driving","a",2
"was","engaged","in",2
"was","founded","in",2
"was","from","a",2
"was","fucked","up",2
"was","good","i",2
"was","great","meeting",2
"was","great","to",2
"was","happening","in",2
"was","hard","to",2
"was","i","supposed",2
"was","i","thinking",2
"was","in","a",2
"was","just","playing",2
"was","just","so",2
"was","kind","of",2
"was","like","the",2
"was","lucky","enough",2
"was","making","my",2
"was","met","with",2
"was","nearly","the",2
"was","nervous","about",2
"was","no","way",2
"was","not","a",2
"was","not","able",2
"was","of","course",2
"was","offered","a",2
"was","on","their",2
"was","only","a",2
"was","part","of",2
"was","playing","with",2
"was","pretty","good",2
"was","proud","of",2
"was","published","in",2
"was","quite","a",2
"was","ready","for",2
"was","ready","to",2
"was","recorded","in",2
"was","referring","to",2
"was","reported","that",2
"was","scary","as",2
"was","she","said",2
"was","shot","in",2
"was","so","great",2
"was","so","much",2
"was","still","there",2
"was","surprised","at",2
"was","surprised","by",2
"was","terrified","of",2
"was","that","a",2
"was","that","he",2
"was","that","his",2
"was","that","this",2
"was","that","you",2
"was","the","right",2
"was","the","year",2
"was","there","we",2
"was","to","create",2
"was","told","that",2
"was","trying","to",2
"was","under","the",2
"was","up","and",2
"was","very","good",2
"was","waiting","for",2
"was","wearing","a",2
"was","when","he",2
"was","when","she",2
"was","willing","to",2
"was","with","my",2
"was","wonderful","and",2
"was","wrong","and",2
"was","your","favorite",2
"wasnt","supposed","to",2
"wasnt","sure","if",2
"watching","the","show",2
"way","and","that",2
"way","around","and",2
"way","as","the",2
"way","for","a",2
"way","i","was",2
"way","into","the",2
"way","more","than",2
"way","of","getting",2
"way","of","life",2
"way","or","another",2
"way","that","those",2
"way","to","chicago",2
"way","to","deal",2
"way","to","do",2
"way","to","learn",2
"way","to","see",2
"way","to","take",2
"way","too","long",2
"way","too","much",2
"way","wayne","dyer",2
"way","you","look",2
"we","all","do",2
"we","always","have",2
"we","appreciate","all",2
"we","appreciate","your",2
"we","are","back",2
"we","are","constantly",2
"we","are","doing",2
"we","are","expecting",2
"we","are","moving",2
"we","are","really",2
"we","are","responsible",2
"we","are","taken",2
"we","are","the",2
"we","are","treated",2
"we","are","trying",2
"we","are","very",2
"we","are","with",2
"we","are","working",2
"we","arrived","in",2
"we","as","a",2
"we","ate","a",2
"we","call","ourselves",2
"we","can","hang",2
"we","can","help",2
"we","can","see",2
"we","can","take",2
"we","can","to",2
"we","cant","see",2
"we","could","do",2
"we","did","not",2
"we","do","best",2
"we","dont","give",2
"we","expect","others",2
"we","focus","on",2
"we","get","a",2
"we","get","our",2
"we","get","to",2
"we","go","again",2
"we","go","any",2
"we","go","through",2
"we","got","the",2
"we","had","been",2
"we","had","our",2
"we","have","all",2
"we","have","is",2
"we","have","lost",2
"we","have","no",2
"we","have","not",2
"we","have","quite",2
"we","have","reached",2
"we","know","about",2
"we","know","it",2
"we","know","who",2
"we","like","to",2
"we","make","a",2
"we","might","have",2
"we","miss","you",2
"we","missed","you",2
"we","moved","in",2
"we","moved","to",2
"we","must","learn",2
"we","need","it",2
"we","need","the",2
"we","now","call",2
"we","now","have",2
"we","only","get",2
"we","really","need",2
"we","received","a",2
"we","recommend","that",2
"we","say","that",2
"we","see","a",2
"we","seem","to",2
"we","should","have",2
"we","shouldnt","be",2
"we","still","do",2
"we","still","have",2
"we","take","the",2
"we","talk","about",2
"we","talked","about",2
"we","tried","to",2
"we","want","you",2
"we","wanted","to",2
"we","were","about",2
"we","were","all",2
"we","were","doing",2
"we","were","growing",2
"we","were","lucky",2
"we","were","on",2
"we","were","still",2
"we","were","there",2
"we","were","very",2
"we","will","always",2
"we","will","have",2
"we","will","not",2
"we","will","try",2
"we","wont","have",2
"we","would","not",2
"week","before","the",2
"week","has","been",2
"week","i","just",2
"week","i","was",2
"week","in","the",2
"week","is","flying",2
"week","is","to",2
"week","left","of",2
"week","of","the",2
"week","one","of",2
"week","or","so",2
"weekend","with","the",2
"weeks","ago","i",2
"weeks","at","a",2
"weeks","of","school",2
"weeks","of","the",2
"weight","of","it",2
"welcome","back","to",2
"well","as","his",2
"well","as","it",2
"well","aware","of",2
"well","be","a",2
"well","be","at",2
"well","be","back",2
"well","be","giving",2
"well","be","the",2
"well","before","the",2
"well","done","to",2
"well","get","through",2
"well","give","you",2
"well","i","can",2
"well","i","did",2
"well","i","hope",2
"well","i","love",2
"well","in","third",2
"well","into","the",2
"well","known","as",2
"well","see","your",2
"well","talk","about",2
"well","thank","you",2
"well","that","was",2
"well","together","and",2
"well","try","to",2
"well","with","this",2
"well","worth","it",2
"well","written","and",2
"went","ahead","and",2
"went","down","and",2
"went","for","a",2
"went","for","the",2
"went","grocery","shopping",2
"went","on","the",2
"went","on","to",2
"went","to","my",2
"went","to","pick",2
"went","to","school",2
"went","to","work",2
"went","with","the",2
"were","a","little",2
"were","able","to",2
"were","all","excited",2
"were","also","a",2
"were","always","open",2
"were","back","in",2
"were","from","the",2
"were","going","on",2
"were","just","so",2
"were","looking","forward",2
"were","made","in",2
"were","meant","to",2
"were","not","able",2
"were","on","the",2
"were","ready","to",2
"were","some","of",2
"were","supposed","to",2
"were","the","days",2
"were","trying","to",2
"were","waiting","for",2
"were","you","not",2
"weve","got","a",2
"weve","seen","this",2
"what","a","day",2
"what","a","droid",2
"what","a","fun",2
"what","a","glorious",2
"what","a","nice",2
"what","a","relief",2
"what","a","way",2
"what","about","bob",2
"what","about","the",2
"what","about","you",2
"what","an","amazing",2
"what","are","we",2
"what","book","would",2
"what","did","he",2
"what","did","i",2
"what","did","they",2
"what","do","i",2
"what","do","u",2
"what","does","it",2
"what","does","the",2
"what","ever","happened",2
"what","goes","on",2
"what","happens","in",2
"what","happens","to",2
"what","happens","when",2
"what","has","been",2
"what","has","this",2
"what","he","calls",2
"what","he","does",2
"what","hes","doing",2
"what","i","know",2
"what","i","like",2
"what","i","love",2
"what","i","mean",2
"what","i","need",2
"what","i","said",2
"what","i","say",2
"what","i","see",2
"what","id","do",2
"what","if","you",2
"what","im","doing",2
"what","im","saying",2
"what","im","talking",2
"what","inspires","you",2
"what","is","he",2
"what","is","up",2
"what","it","would",2
"what","its","like",2
"what","keeps","me",2
"what","makes","it",2
"what","makes","me",2
"what","might","be",2
"what","part","of",2
"what","point","do",2
"what","should","be",2
"what","should","i",2
"what","some","of",2
"what","that","means",2
"what","the","heck",2
"what","the","problem",2
"what","they","need",2
"what","they","think",2
"what","they","wanted",2
"what","this","is",2
"what","to","wear",2
"what","u","see",2
"what","was","the",2
"what","was","wrong",2
"what","we","are",2
"what","we","could",2
"what","we","should",2
"what","we","will",2
"what","would","i",2
"what","you","doing",2
"what","you","have",2
"what","you","heard",2
"what","youre","saying",2
"whats","a","good",2
"whats","happening","in",2
"whats","the","problem",2
"whats","the","word",2
"when","a","person",2
"when","all","the",2
"when","are","you",2
"when","asked","if",2
"when","can","i",2
"when","can","we",2
"when","did","the",2
"when","did","you",2
"when","facing","the",2
"when","he","said",2
"when","he","says",2
"when","he","sees",2
"when","i","ask",2
"when","i","came",2
"when","i","checked",2
"when","i","do",2
"when","i","dont",2
"when","i","found",2
"when","i","got",2
"when","i","made",2
"when","i","started",2
"when","i","thought",2
"when","im","in",2
"when","im","trying",2
"when","is","your",2
"when","it","is",2
"when","its","not",2
"when","its","over",2
"when","one","of",2
"when","people","ask",2
"when","people","feel",2
"when","people","say",2
"when","people","use",2
"when","they","do",2
"when","they","get",2
"when","they","grow",2
"when","this","happens",2
"when","trying","to",2
"when","two","people",2
"when","we","got",2
"when","we","had",2
"when","we","needed",2
"when","we","say",2
"when","will","i",2
"when","you","can",2
"when","you","come",2
"when","you","dont",2
"when","you","feel",2
"when","you","find",2
"when","you","give",2
"when","you","go",2
"when","you","live",2
"when","you","need",2
"when","you","read",2
"when","you","realize",2
"when","you","say",2
"when","you","send",2
"when","you","walk",2
"when","you","want",2
"when","you","work",2
"when","youre","done",2
"where","and","how",2
"where","are","u",2
"where","do","you",2
"where","have","you",2
"where","he","seems",2
"where","i","needed",2
"where","in","the",2
"where","is","that",2
"where","is","your",2
"where","it","is",2
"where","it","leads",2
"where","its","at",2
"where","r","u",2
"where","she","is",2
"where","the","fuck",2
"where","there","are",2
"where","there","is",2
"where","there","were",2
"where","they","can",2
"where","will","you",2
"where","you","at",2
"where","you","started",2
"where","you","were",2
"where","youve","been",2
"which","had","its",2
"which","has","been",2
"which","have","been",2
"which","i","am",2
"which","i","find",2
"which","i","have",2
"which","is","actually",2
"which","is","where",2
"which","means","that",2
"which","she","was",2
"which","was","also",2
"which","was","delicious",2
"which","was","on",2
"which","was","still",2
"which","will","have",2
"which","would","have",2
"while","they","are",2
"while","trying","to",2
"while","waiting","for",2
"while","we","were",2
"white","for","now",2
"who","are","in",2
"who","are","not",2
"who","are","these",2
"who","are","they",2
"who","came","out",2
"who","cant","seem",2
"who","didnt","want",2
"who","does","not",2
"who","dont","have",2
"who","else","would",2
"who","gave","me",2
"who","got","the",2
"who","got","what",2
"who","had","a",2
"who","had","just",2
"who","has","given",2
"who","has","no",2
"who","have","a",2
"who","have","lost",2
"who","he","is",2
"who","in","my",2
"who","knew","that",2
"who","knows","what",2
"who","said","that",2
"who","the","fuck",2
"who","thinks","that",2
"who","wanted","to",2
"who","was","it",2
"who","was","the",2
"who","were","not",2
"whole","new","level",2
"whom","he","is",2
"whos","coming","out",2
"whos","having","a",2
"whos","ready","to",2
"why","did","i",2
"why","did","they",2
"why","did","you",2
"why","do","i",2
"why","do","so",2
"why","do","you",2
"why","dont","people",2
"why","dont","they",2
"why","dont","we",2
"why","dont","you",2
"why","i","am",2
"why","i","do",2
"why","i","love",2
"why","i","want",2
"why","is","everyone",2
"why","is","she",2
"why","is","that",2
"why","me","why",2
"why","should","they",2
"why","the","hell",2
"why","we","have",2
"why","would","i",2
"wide","range","of",2
"wife","and","i",2
"will","able","to",2
"will","allow","you",2
"will","always","have",2
"will","always","love",2
"will","always","remember",2
"will","be","an",2
"will","be","another",2
"will","be","featured",2
"will","be","free",2
"will","be","getting",2
"will","be","glad",2
"will","be","her",2
"will","be","home",2
"will","be","interesting",2
"will","be","leaving",2
"will","be","less",2
"will","be","missed",2
"will","be","much",2
"will","be","notified",2
"will","be","over",2
"will","be","posted",2
"will","be","up",2
"will","check","it",2
"will","definitely","be",2
"will","do","that",2
"will","do","well",2
"will","enjoy","a",2
"will","face","the",2
"will","feel","like",2
"will","find","someone",2
"will","get","an",2
"will","get","in",2
"will","get","it",2
"will","get","the",2
"will","get","those",2
"will","give","a",2
"will","give","them",2
"will","give","you",2
"will","go","into",2
"will","go","on",2
"will","go","through",2
"will","greatly","increase",2
"will","grow","up",2
"will","have","an",2
"will","have","the",2
"will","help","them",2
"will","hold","a",2
"will","i","ever",2
"will","increase","your",2
"will","it","be",2
"will","just","have",2
"will","keep","you",2
"will","know","that",2
"will","level","out",2
"will","live","on",2
"will","make","me",2
"will","make","them",2
"will","miss","you",2
"will","need","to",2
"will","never","have",2
"will","not","end",2
"will","now","be",2
"will","pick","up",2
"will","say","this",2
"will","sit","on",2
"will","start","at",2
"will","still","be",2
"will","work","out",2
"will","you","please",2
"willing","to","listen",2
"willing","to","work",2
"win","a","couple",2
"win","a","free",2
"win","a","set",2
"win","spoiler","nope",2
"window","at","the",2
"wine","and","dine",2
"winners","will","be",2
"wish","i","lived",2
